target_hhi,measured_target_hhi,sim,initial_hhi,initial_one_minus_hhi,initial_gini,initial_max_share,final_hhi,final_one_minus_hhi,final_gini,final_max_share,rounds,frozen,active_density,cluster_count,largest_cluster_fraction,interface_length,max_wealth
0.25,0.23040784547200005,6,0.23040784547200005,0.769592154528,0.47995186319999994,0.47998,0.230352525056,0.769647474944,0.854391956,0.47986,1000,False,0.3815,2211,0.00471821756225426,11843,119965
0.25,0.23040784547200005,7,0.23040784547200005,0.769592154528,0.47995186319999994,0.47998,0.230297524256,0.769702475744,0.8521639656,0.479804,1000,False,0.3856,2228,0.0033713692946058093,11974,119951
0.25,0.23040784547200005,8,0.23040784547200005,0.769592154528,0.47995186319999994,0.47998,0.23034504991999996,0.7696549500800001,0.8542708936000001,0.479852,1000,False,0.3808,2206,0.003676470588235294,11827,119963
0.25,0.23040784547200005,9,0.23040784547200005,0.769592154528,0.47995186319999994,0.47998,0.23068612192000007,0.76931387808,0.853507668,0.480208,1000,False,0.383,2262,0.003133159268929504,11994,120052
0.29,0.2672751233920002,0,0.2672751233920002,0.7327248766079998,0.5197099152,0.516964,0.267459021248,0.7325409787520001,0.8715592952,0.517088,1000,False,0.362,2302,0.0038674033149171273,11680,129272
0.29,0.2672751233920001,1,0.2672751233920001,0.7327248766079999,0.5197099152,0.516964,0.26747154422399994,0.7325284557760001,0.8716340791999999,0.5171,1000,False,0.3624,2280,0.0027593818984547464,11644,129275
0.29,0.26727512339200016,2,0.26727512339200016,0.7327248766079999,0.5197099152,0.516964,0.26744336723199996,0.732556632768,0.8730211640000001,0.517072,1000,False,0.3576,2308,0.003076062639821029,11600,129268
0.29,0.2672751233920001,3,0.2672751233920001,0.7327248766079999,0.5197099152,0.516964,0.2674466497920001,0.7325533502079999,0.8716910336000001,0.517076,1000,False,0.3604,2255,0.0030521642619311877,11555,129269
0.29,0.26727512339200016,4,0.26727512339200016,0.7327248766079999,0.5197099152,0.516964,0.26724452064000004,0.73275547936,0.8724946456,0.51688,1000,False,0.3609,2259,0.0033250207813798837,11558,129220
0.29,0.26727512339200027,5,0.26727512339200027,0.7327248766079997,0.5197099152,0.516964,0.267280964352,0.732719035648,0.8709666264,0.516916,1000,False,0.3643,2303,0.0032939884710403516,11709,129229
0.29,0.2672751233920002,6,0.2672751233920002,0.7327248766079998,0.5197099152,0.516964,0.26730208070399997,0.732697919296,0.8716683303999999,0.516936,1000,False,0.362,2296,0.0027624309392265192,11662,129234
0.29,0.26727512339200027,7,0.26727512339200027,0.7327248766079997,0.5197099152,0.516964,0.26711973315200005,0.7328802668479999,0.8712313352000001,0.51676,1000,False,0.3628,2318,0.003858875413450937,11732,129190
0.29,0.2672751233920002,8,0.2672751233920002,0.7327248766079998,0.5197099152,0.516964,0.2673801384640001,0.7326198615359999,0.871055576,0.517012,1000,False,0.3609,2259,0.0033250207813798837,11566,129253
0.29,0.26727512339200027,9,0.26727512339200027,0.7327248766079997,0.5197099152,0.516964,0.26724883072,0.73275116928,0.8725264904000001,0.516884,1000,False,0.3602,2288,0.002498611882287618,11611,129221
0.33,0.30413710208000017,0,0.30413710208000017,0.6958628979199999,0.5581044479999999,0.551468,0.304174924864,0.695825075136,0.8857543752000001,0.551456,1000,False,0.347,2394,0.002881844380403458,11584,137864
0.33,0.30413710208000017,1,0.30413710208000017,0.6958628979199999,0.5581044479999999,0.551468,0.304144129664,0.695855870336,0.8859075888000001,0.551428,1000,False,0.3451,2401,0.0028977108084613156,11536,137857
0.33,0.30413710208000017,2,0.30413710208000017,0.6958628979199999,0.5581044479999999,0.551468,0.3042816182720002,0.6957183817279998,0.8868946536,0.551552,1000,False,0.3454,2334,0.003474232773595831,11418,137888
