p,sim,local_edges,nonlocal_edges,mean_degree,rounds,absorbed,frozen,capped,local_matches,nonlocal_matches,realized_nonlocal_match_fraction,final_active_density,final_cluster_count,final_largest_cluster_fraction,final_interface_length,winner_site
0.41999999999999993,4,19800,4146,4.7892,17745,False,True,False,1993106,377956,0.1594036764960174,0.2339,2339,0.00042753313381787086,9240,-1
0.41999999999999993,5,19800,4132,4.7864,26666,False,True,False,2042861,355637,0.14827487869491657,0.2282,2282,0.00043821209465381246,9013,-1
0.41999999999999993,6,19800,4201,4.8002,19642,False,True,False,2079554,443284,0.1757084680030981,0.2292,2292,0.0004363001745200698,9061,-1
0.41999999999999993,7,19800,4269,4.8138,21010,False,True,False,2028084,439033,0.17795386274749028,0.2244,2244,0.000445632798573975,8864,-1
0.41999999999999993,8,19800,4189,4.7978,41842,False,True,False,2136387,384495,0.1525239975532373,0.226,2260,0.0004424778761061947,8925,-1
0.41999999999999993,9,19800,4215,4.803,24663,False,True,False,2021204,432532,0.17627487227639813,0.2316,2316,0.0004317789291882556,9161,-1
0.43999999999999995,0,19800,4347,4.8294,25460,False,True,False,1929331,421423,0.17927141674543573,0.2358,2358,0.00042408821034775233,9331,-1
0.43999999999999995,1,19800,4328,4.8256,15835,False,True,False,1987317,442371,0.18206905578000138,0.2306,2306,0.0004336513443191674,9103,-1
0.43999999999999995,2,19800,4358,4.8316,26935,False,True,False,1967323,459367,0.18929776774124424,0.2327,2327,0.0004297378599054577,9191,-1
0.43999999999999995,3,19800,4352,4.8304,25280,False,True,False,1990542,359787,0.1530794199450375,0.2311,2311,0.00043271311120726956,9128,-1
0.43999999999999995,4,19800,4442,4.8484,18149,False,True,False,1914127,372940,0.16306474624486297,0.2371,2371,0.00042176296921130323,9371,-1
0.43999999999999995,5,19800,4377,4.8354,14758,False,True,False,1913386,458068,0.19315913359483253,0.2298,2298,0.0004351610095735422,9093,-1
0.43999999999999995,6,19800,4402,4.8404,26838,False,True,False,1898125,460381,0.1952002666094553,0.233,2330,0.00042918454935622315,9209,-1
0.43999999999999995,7,19800,4418,4.8436,17457,False,True,False,1970870,435614,0.18101678631563725,0.2294,2294,0.00043591979075850045,9066,-1
0.43999999999999995,8,19800,4389,4.8378,24979,False,True,False,1905159,405788,0.17559381500311344,0.2306,2306,0.0004336513443191674,9109,-1
0.43999999999999995,9,19800,4365,4.833,23331,False,True,False,1947072,429620,0.18076385160550884,0.2316,2316,0.0004317789291882556,9136,-1
0.45999999999999996,0,19800,4597,4.8794,17402,False,True,False,1912345,446475,0.18927896151465562,0.2316,2316,0.0004317789291882556,9150,-1
0.45999999999999996,1,19800,4620,4.884,27860,False,True,False,2013967,479200,0.19220533562332567,0.2256,2256,0.0004432624113475177,8922,-1
0.45999999999999996,2,19800,4619,4.8838,37541,False,True,False,2011557,456490,0.18496001089120265,0.2285,2285,0.000437636761487965,9030,-1
0.45999999999999996,3,19800,4572,4.8744,17510,False,True,False,1935062,408117,0.17417235302979414,0.2301,2301,0.000434593654932638,9093,-1
0.45999999999999996,4,19800,4656,4.8912,34491,False,True,False,2031286,415898,0.1699496237307861,0.2258,2258,0.0004428697962798937,8924,-1
0.45999999999999996,5,19800,4527,4.8654,18560,False,True,False,1878098,420624,0.18298167416503605,0.229,2290,0.0004366812227074236,9054,-1
0.45999999999999996,6,19800,4608,4.8816,44549,False,True,False,1985362,504813,0.20272189705542784,0.225,2250,0.00044444444444444447,8896,-1
0.45999999999999996,7,19800,4570,4.874,33534,False,True,False,1980056,461171,0.18890951148746102,0.2308,2308,0.0004332755632582322,9128,-1
0.45999999999999996,8,19800,4625,4.885,26125,False,True,False,1983316,435222,0.1799525167683948,0.2335,2335,0.00042826552462526765,9237,-1
0.45999999999999996,9,19800,4649,4.8898,17383,False,True,False,1903946,425591,0.18269338499452895,0.2317,2317,0.00043159257660768235,9157,-1
0.4799999999999999,0,19800,4892,4.9384,37418,False,True,False,2110406,437961,0.17185946922087753,0.2243,2243,0.00044583147570218456,8872,-1
0.4799999999999999,1,19800,4747,4.9094,20002,False,True,False,2043122,466582,0.1859111672133447,0.2276,2276,0.0004393673110720562,8995,-1
0.4799999999999999,2,19800,4808,4.9216,22737,False,True,False,1976623,464069,0.1901382886492847,0.2256,2256,0.0004432624113475177,8920,-1
0.4799999999999999,3,19800,4766,4.9132,27840,False,True,False,1972394,454789,0.18737318117340143,0.2284,2284,0.00043782837127845885,9028,-1
0.4799999999999999,4,19800,4855,4.931,17949,False,True,False,1921690,456728,0.19203016458839448,0.2297,2297,0.00043535045711797995,9085,-1
0.4799999999999999,5,19800,4873,4.9346,41308,False,True,False,2142777,496659,0.18816860874823257,0.2253,2253,0.0004438526409232135,8904,-1
0.4799999999999999,6,19800,4823,4.9246,19341,False,True,False,1991896,490891,0.19771772608765875,0.2224,2224,0.0004496402877697842,8788,-1
0.4799999999999999,7,19800,4766,4.9132,49227,False,True,False,1990327,448249,0.18381588271187776,0.2261,2261,0.0004422821760283061,8929,-1
0.4799999999999999,8,19800,4796,4.9192,30903,False,True,False,1986188,469435,0.19116737381918966,0.2258,2258,0.0004428697962798937,8925,-1
0.4799999999999999,9,19800,4772,4.9144,18822,False,True,False,1890050,529532,0.21885267785923354,0.229,2290,0.0004366812227074236,9045,-1
0.49999999999999994,0,19800,4857,4.9314,36538,False,True,False,1927055,519901,0.2124684710309462,0.2284,2284,0.00043782837127845885,9025,-1
0.49999999999999994,1,19800,4893,4.9386,20887,False,True,False,1919051,483562,0.20126503935506884,0.2255,2255,0.0004434589800443459,8908,-1
0.49999999999999994,2,19800,5025,4.965,16438,False,True,False,2061796,443226,0.176934973026185,0.2235,2235,0.00044742729306487697,8824,-1
0.49999999999999994,3,19800,4952,4.9504,26031,False,True,False,2040750,507076,0.19902301020556348,0.2297,2297,0.00043535045711797995,9068,-1
0.49999999999999994,4,19800,4980,4.956,37545,False,True,False,1988842,511023,0.20442023869288942,0.2239,2239,0.00044662795891022776,8851,-1
0.49999999999999994,5,19800,4985,4.957,18502,False,True,False,1932822,514901,0.2103591787142581,0.2238,2238,0.00044682752457551384,8853,-1
0.49999999999999994,6,19800,4990,4.958,34195,False,True,False,2113030,518488,0.19703000321487446,0.222,2220,0.00045045045045045046,8794,-1
0.49999999999999994,7,19800,4910,4.942,17080,False,True,False,1974077,481782,0.1961765720263256,0.2236,2236,0.0004472271914132379,8836,-1
0.49999999999999994,8,19800,4968,4.9536,29397,False,True,False,2070886,475027,0.1865841448627663,0.2269,2269,0.00044072278536800354,8966,-1
0.49999999999999994,9,19800,5016,4.9632,32036,False,True,False,2018580,570095,0.2202265637826301,0.2257,2257,0.00044306601683650863,8915,-1
0.5199999999999999,0,19800,5225,5.005,41512,False,True,False,1907974,513630,0.2121032175368062,0.2304,2304,0.00043402777777777775,9119,-1
0.5199999999999999,1,19800,5220,5.004,27566,False,True,False,2001375,509131,0.20280015263855175,0.222,2220,0.00045045045045045046,8775,-1
0.5199999999999999,2,19800,5231,5.0062,32940,False,True,False,1922142,527131,0.21521937325892213,0.2265,2265,0.0004415011037527594,8957,-1
0.5199999999999999,3,19800,5189,4.9978,25025,False,True,False,1958294,499181,0.20312760048423686,0.2253,2253,0.0004438526409232135,8910,-1
0.5199999999999999,4,19800,5151,4.9902,31326,False,True,False,1981211,513214,0.20574441003437666,0.2288,2288,0.00043706293706293706,9056,-1
0.5199999999999999,5,19800,5158,4.9916,23467,False,True,False,1954831,483687,0.19835285201913622,0.2244,2244,0.000445632798573975,8870,-1
0.5199999999999999,6,19800,5272,5.0144,52071,False,True,False,1918967,574937,0.23053694127761132,0.2258,2258,0.0004428697962798937,8926,-1
0.5199999999999999,7,19800,5227,5.0054,18043,False,True,False,2002629,521905,0.2067332030386598,0.2216,2216,0.0004512635379061372,8761,-1
0.5199999999999999,8,19800,5231,5.0062,24942,False,True,False,2064449,506070,0.1968746389347832,0.2268,2268,0.0004409171075837742,8959,-1
0.5199999999999999,9,19800,5223,5.0046,24512,False,True,False,1997204,470682,0.1907227481334227,0.2281,2281,0.00043840420868040335,9015,-1
0.5399999999999999,0,19800,5491,5.0582,27814,False,True,False,1956804,526223,0.21192802172509603,0.223,2230,0.0004484304932735426,8817,-1
0.5399999999999999,1,19800,5429,5.0458,21751,False,True,False,1971739,480388,0.1959066557319421,0.226,2260,0.0004424778761061947,8925,-1
0.5399999999999999,2,19800,5369,5.0338,41991,False,True,False,2023622,547604,0.21297388872078923,0.224,2240,0.0004464285714285714,8852,-1
0.5399999999999999,3,19800,5412,5.0424,34588,False,True,False,2079264,509828,0.1969138215250752,0.2198,2198,0.00045495905368516835,8688,-1
0.5399999999999999,4,19800,5330,5.026,22222,False,True,False,1999303,506473,0.20212221683023543,0.2245,2245,0.00044543429844097997,8869,-1
0.5399999999999999,5,19800,5369,5.0338,50207,False,True,False,2127328,511216,0.1937492799058875,0.2202,2202,0.00045413260672116256,8702,-1
0.5399999999999999,6,19800,5349,5.0298,26276,False,True,False,1996726,514250,0.20480084238160778,0.2232,2232,0.00044802867383512545,8819,-1
0.5399999999999999,7,19800,5477,5.0554,22591,False,True,False,1969914,481273,0.1963428330845423,0.2251,2251,0.000444247001332741,8904,-1
0.5399999999999999,8,19800,5467,5.0534,20699,False,True,False,2031644,555850,0.21482175417604832,0.2248,2248,0.00044483985765124553,8886,-1
0.5399999999999999,9,19800,5489,5.0578,86749,False,True,False,1878631,575417,0.23447666875301543,0.2283,2283,0.0004380201489268506,9027,-1
0.5599999999999999,0,19800,5622,5.0844,105716,False,True,False,2024361,783095,0.2789340242554113,0.2182,2182,0.00045829514207149406,8622,-1
0.5599999999999999,1,19800,5596,5.0792,23434,False,True,False,2032728,545401,0.21154915056616638,0.2193,2193,0.00045599635202918376,8679,-1
0.5599999999999999,2,19800,5579,5.0758,29880,False,True,False,1967276,645892,0.24716818819149783,0.2246,2246,0.0004452359750667854,8878,-1
0.5599999999999999,3,19800,5526,5.0652,16216,False,True,False,1954694,607810,0.23719377608776415,0.2251,2251,0.000444247001332741,8897,-1
0.5599999999999999,4,19800,5615,5.083,25726,False,True,False,2047470,584506,0.22207877275476676,0.2214,2214,0.00045167118337850043,8753,-1
0.5599999999999999,5,19800,5612,5.0824,20693,False,True,False,1869341,566613,0.2326041460553032,0.2254,2254,0.00044365572315882877,8902,-1
0.5599999999999999,6,19800,5627,5.0854,19871,False,True,False,2011406,550130,0.21476567184689185,0.2228,2228,0.0004488330341113106,8798,-1
0.5599999999999999,7,19800,5516,5.0632,36187,False,True,False,1976082,568039,0.2232751508281249,0.2266,2266,0.000441306266548985,8956,-1
0.5599999999999999,8,19800,5621,5.0842,23562,False,True,False,1945368,559168,0.22326211322177042,0.2205,2205,0.00045351473922902497,8730,-1
0.5599999999999999,9,19800,5606,5.0812,27270,False,True,False,2012816,555157,0.2161849053708898,0.2228,2228,0.0004488330341113106,8794,-1
0.58,0,19800,5781,5.1162,23949,False,True,False,2004688,570036,0.22139693419566525,0.2201,2201,0.00045433893684688776,8686,-1
0.58,1,19800,5752,5.1104,27371,False,True,False,1991227,578013,0.22497431146953964,0.2212,2212,0.0004520795660036166,8747,-1
0.58,2,19800,5831,5.1262,21560,False,True,False,1914976,554655,0.22459023230595987,0.225,2250,0.00044444444444444447,8891,-1
0.58,3,19800,5832,5.1264,26484,False,True,False,2000480,584614,0.22614806270100815,0.2177,2177,0.00045934772622875517,8608,-1
0.58,4,19800,5760,5.112,24485,False,True,False,1963954,625687,0.24161148205484853,0.2217,2217,0.0004510599909788002,8765,-1
0.58,5,19800,5819,5.1238,18847,False,True,False,1918071,590236,0.23531250361299474,0.2213,2213,0.00045187528242205153,8740,-1
0.58,6,19800,5821,5.1242,22735,False,True,False,1916669,501808,0.2074892587359731,0.2276,2276,0.0004393673110720562,8988,-1
0.58,7,19800,5905,5.141,17834,False,True,False,1973146,575549,0.22582105744312286,0.2209,2209,0.0004526935264825713,8738,-1
0.58,8,19800,5868,5.1336,75213,False,True,False,2013998,600832,0.22977860893442403,0.2209,2209,0.0004526935264825713,8726,-1
0.58,9,19800,5814,5.1228,36320,False,True,False,1925475,614217,0.2418470428697653,0.2219,2219,0.0004506534474988734,8779,-1
0.5999999999999999,0,19800,5992,5.1584,37085,False,True,False,1947034,612313,0.23924579199303572,0.2201,2201,0.00045433893684688776,8699,-1
0.5999999999999999,1,19800,6054,5.1708,23988,False,True,False,1906544,587822,0.2356598831125825,0.2231,2231,0.00044822949350067237,8821,-1
0.5999999999999999,2,19800,5937,5.1474,21059,False,True,False,2118224,609167,0.22335154732123116,0.2194,2194,0.00045578851412944393,8683,-1
0.5999999999999999,3,19800,6082,5.1764,21103,False,True,False,1945611,598170,0.23514995984324122,0.22,2200,0.00045454545454545455,8691,-1
0.5999999999999999,4,19800,5973,5.1546,57701,False,True,False,1990773,627759,0.23973699767656076,0.2203,2203,0.00045392646391284613,8709,-1
0.5999999999999999,5,19800,6055,5.171,18451,False,True,False,2029959,582603,0.22300064075034393,0.2217,2217,0.0004510599909788002,8761,-1
0.5999999999999999,6,19800,5889,5.1378,35297,False,True,False,1961666,559839,0.22202573463070666,0.221,2210,0.00045248868778280545,8740,-1
0.5999999999999999,7,19800,6060,5.172,38997,False,True,False,1873535,591788,0.24004481360048968,0.2248,2248,0.00044483985765124553,8886,-1
0.5999999999999999,8,19800,5987,5.1574,48555,False,True,False,1999305,558757,0.2184298113180994,0.2204,2204,0.00045372050816696913,8712,-1
0.5999999999999999,9,19800,5940,5.148,30310,False,True,False,2013471,546413,0.2134522501800863,0.2194,2194,0.00045578851412944393,8672,-1
0.6199999999999999,0,19800,6298,5.2196,31746,False,True,False,1974763,685445,0.2576659419113092,0.2155,2155,0.0004640371229698376,8508,-1
0.6199999999999999,1,19800,6182,5.1964,26801,False,True,False,1968443,601642,0.23409420311001386,0.2184,2184,0.0004578754578754579,8630,-1
0.6199999999999999,2,19800,6152,5.1904,23720,False,True,False,2110534,580915,0.21583726832646652,0.215,2150,0.00046511627906976747,8507,-1
0.6199999999999999,3,19800,6202,5.2004,41058,False,True,False,1965102,627202,0.24194770366438503,0.2233,2233,0.0004478280340349306,8816,-1
0.6199999999999999,4,19800,6237,5.2074,18373,False,True,False,1949749,566991,0.22528787240636697,0.2213,2213,0.00045187528242205153,8755,-1
0.6199999999999999,5,19800,6178,5.1956,36797,False,True,False,2069607,599271,0.2245404248526909,0.2195,2195,0.00045558086560364467,8683,-1
0.6199999999999999,6,19800,6161,5.1922,53313,False,True,False,2107850,638013,0.23235427259116714,0.2177,2177,0.00045934772622875517,8607,-1
0.6199999999999999,7,19800,6191,5.1982,44941,False,True,False,2055414,592171,0.22366458489529137,0.2157,2157,0.0004636068613815484,8526,-1
0.6199999999999999,8,19800,6270,5.214,35242,False,True,False,2008351,623158,0.23680633431236603,0.2167,2167,0.00046146746654360867,8577,-1
0.6199999999999999,9,19800,6164,5.1928,53594,False,True,False,2120899,627479,0.22830884252457267,0.2198,2198,0.00045495905368516835,8690,-1
0.6399999999999999,0,19800,6336,5.2272,92887,False,True,False,1899528,708981,0.271795496967808,0.2194,2194,0.00045578851412944393,8676,-1
0.6399999999999999,1,19800,6415,5.243,25091,False,True,False,1880656,630206,0.2509918904344404,0.2197,2197,0.0004551661356395084,8692,-1
0.6399999999999999,2,19800,6385,5.237,26903,False,True,False,1941194,625408,0.24367159380379194,0.2176,2176,0.00045955882352941176,8610,-1
0.6399999999999999,3,19800,6405,5.241,29656,False,True,False,2052415,637959,0.2371265110352687,0.217,2170,0.0004608294930875576,8577,-1
0.6399999999999999,4,19800,6461,5.2522,29525,False,True,False,1974242,726852,0.26909541097051787,0.2165,2165,0.00046189376443418013,8562,-1
0.6399999999999999,5,19800,6390,5.238,21648,False,True,False,2065784,567087,0.21538730913895895,0.2172,2172,0.00046040515653775324,8587,-1
0.6399999999999999,6,19800,6373,5.2346,20515,False,True,False,1984025,694080,0.25916832984517035,0.2199,2199,0.00045475216007276033,8689,-1
0.6399999999999999,7,19800,6421,5.2442,27140,False,True,False,1945283,651092,0.2507696307351596,0.2194,2194,0.00045578851412944393,8682,-1
0.6399999999999999,8,19800,6406,5.2412,29408,False,True,False,2110321,599882,0.2213420913488768,0.2148,2148,0.0004655493482309125,8495,-1
0.6399999999999999,9,19800,6296,5.2192,28834,False,True,False,2045911,567575,0.21717162441275753,0.2175,2175,0.0004597701149425287,8598,-1
0.6599999999999999,0,19800,6634,5.2868,30223,False,True,False,2012373,701846,0.25858119775891336,0.2178,2178,0.0004591368227731864,8616,-1
0.6599999999999999,1,19800,6635,5.287,14999,False,True,False,1888640,661357,0.25935599139920557,0.2199,2199,0.00045475216007276033,8696,-1
0.6599999999999999,2,19800,6630,5.286,21020,False,True,False,2008489,652326,0.2451602234653668,0.2118,2118,0.00047214353163361664,8373,-1
0.6599999999999999,3,19800,6566,5.2732,32481,False,True,False,1966952,648047,0.24781921522723335,0.2167,2167,0.00046146746654360867,8571,-1
0.6599999999999999,4,19800,6655,5.291,60712,False,True,False,1966688,710889,0.2654971266932753,0.2144,2144,0.0004664179104477612,8483,-1
0.6599999999999999,5,19800,6628,5.2856,40115,False,True,False,1950991,685097,0.2598915514201347,0.2179,2179,0.0004589261128958238,8606,-1
0.6599999999999999,6,19800,6642,5.2884,28358,False,True,False,1974555,692870,0.25975238291610825,0.2142,2142,0.00046685340802987864,8464,-1
0.6599999999999999,7,19800,6667,5.2934,34794,False,True,False,2037243,634745,0.23755533333233533,0.2147,2147,0.0004657661853749418,8499,-1
0.6599999999999999,8,19800,6577,5.2754,25855,False,True,False,1937492,645476,0.2498970176943733,0.2171,2171,0.00046061722708429296,8588,-1
0.6599999999999999,9,19800,6540,5.268,43140,False,True,False,1935096,579910,0.23057996680723625,0.2196,2196,0.0004553734061930783,8680,-1
0.6799999999999999,0,19800,6792,5.3184,45384,False,True,False,2043450,732901,0.263979950661858,0.2156,2156,0.00046382189239332097,8521,-1
0.6799999999999999,1,19800,6795,5.319,24379,False,True,False,1970475,650281,0.24812725793625962,0.2116,2116,0.0004725897920604915,8359,-1
0.6799999999999999,2,19800,6817,5.3234,37570,False,True,False,1987619,629751,0.24060449993695962,0.2144,2144,0.0004664179104477612,8473,-1
0.6799999999999999,3,19800,6681,5.2962,40029,False,True,False,1984963,662562,0.25025712693931124,0.2147,2147,0.0004657661853749418,8482,-1
0.6799999999999999,4,19800,6719,5.3038,44645,False,True,False,1939060,718512,0.2703640766835292,0.2214,2214,0.00045167118337850043,8757,-1
0.6799999999999999,5,19800,6812,5.3224,34296,False,True,False,1932935,723434,0.27233942272327377,0.2172,2172,0.00046040515653775324,8583,-1
0.6799999999999999,6,19800,6799,5.3198,24864,False,True,False,1976402,717843,0.26643568049676253,0.2159,2159,0.0004631773969430292,8539,-1
0.6799999999999999,7,19800,6820,5.324,17560,False,True,False,1970757,684891,0.2578997668365687,0.2171,2171,0.00046061722708429296,8585,-1
0.6799999999999999,8,19800,6865,5.333,21601,False,True,False,1878038,668156,0.2624136259845086,0.217,2170,0.0004608294930875576,8569,-1
0.6799999999999999,9,19800,6902,5.3404,26085,False,True,False,1979550,736446,0.2711513566293912,0.2147,2147,0.0004657661853749418,8487,-1
0.7,0,19800,6931,5.3462,38195,False,True,False,1931820,659702,0.25456160511081904,0.2149,2149,0.00046533271288971617,8505,-1
0.7,1,19800,7049,5.3698,49809,False,True,False,1961989,667638,0.25389076093301444,0.2144,2144,0.0004664179104477612,8474,-1
0.7,2,19800,6951,5.3502,24599,False,True,False,1832809,689901,0.27347614271953574,0.2179,2179,0.0004589261128958238,8618,-1
0.7,3,19800,6997,5.3594,27738,False,True,False,1977027,717727,0.26634230805483544,0.2142,2142,0.00046685340802987864,8461,-1
0.7,4,19800,7004,5.3608,21981,False,True,False,1965659,671998,0.2547708060600753,0.2152,2152,0.00046468401486988845,8509,-1
0.7,5,19800,7025,5.365,35079,False,True,False,1938774,829000,0.29951867457386333,0.2119,2119,0.00047192071731949034,8385,-1
0.7,6,19800,7017,5.3634,40580,False,True,False,1965186,694866,0.2612227129394463,0.2179,2179,0.0004589261128958238,8615,-1
0.7,7,19800,6974,5.3548,53253,False,True,False,1936117,726012,0.2727185647277048,0.2158,2158,0.0004633920296570899,8536,-1
0.7,8,19800,7019,5.3638,43587,False,True,False,1984768,672754,0.25315086761276107,0.2155,2155,0.0004640371229698376,8528,-1
0.7,9,19800,6942,5.3484,64449,False,True,False,2039436,723081,0.26174716752874283,0.2134,2134,0.00046860356138706655,8433,-1
0.7199999999999999,0,19800,7140,5.388,26928,False,True,False,2016488,774627,0.2775331722268699,0.2102,2102,0.0004757373929590866,8311,-1
0.7199999999999999,1,19800,7235,5.407,38899,False,True,False,2096983,693666,0.24856798543994604,0.212,2120,0.0004716981132075472,8386,-1
0.7199999999999999,2,19800,7168,5.3936,44006,False,True,False,2084388,709278,0.25388790213289636,0.212,2120,0.0004716981132075472,8375,-1
0.7199999999999999,3,19800,7207,5.4014,29120,False,True,False,1990818,773637,0.27985154397521395,0.2123,2123,0.0004710315591144607,8398,-1
0.7199999999999999,4,19800,7132,5.3864,23988,False,True,False,1937288,662933,0.2549525598016476,0.2162,2162,0.00046253469010175765,8548,-1
0.7199999999999999,5,19800,7141,5.3882,72733,False,True,False,1970065,735123,0.27174562359436755,0.2133,2133,0.00046882325363338024,8430,-1
0.7199999999999999,6,19800,7294,5.4188,46417,False,True,False,2078756,819124,0.2826631882617638,0.2097,2097,0.0004768717215069146,8289,-1
0.7199999999999999,7,19800,7198,5.3996,28848,False,True,False,2020396,728092,0.2649063776156199,0.2151,2151,0.00046490004649000463,8508,-1
0.7199999999999999,8,19800,7222,5.4044,23481,False,True,False,1969642,712025,0.26551581534918395,0.2124,2124,0.00047080979284369113,8392,-1
0.7199999999999999,9,19800,7169,5.3938,32422,False,True,False,1975176,662953,0.2512966575933171,0.2115,2115,0.00047281323877068556,8364,-1
0.7399999999999999,0,19800,7456,5.4512,38399,False,True,False,1961077,792094,0.2877024347561412,0.2114,2114,0.0004730368968779565,8354,-1
0.7399999999999999,1,19800,7451,5.4502,48421,False,True,False,1964118,812064,0.29251108176625307,0.2121,2121,0.0004714757190004715,8391,-1
0.7399999999999999,2,19800,7393,5.4386,25307,False,True,False,1881424,719033,0.2765025532050713,0.211,2110,0.00047393364928909954,8345,-1
0.7399999999999999,3,19800,7448,5.4496,37376,False,True,False,2022392,807875,0.2854412675553225,0.2111,2111,0.0004737091425864519,8335,-1
0.7399999999999999,4,19800,7340,5.428,39195,False,True,False,1992718,725520,0.2669081956767583,0.2148,2148,0.0004655493482309125,8481,-1
0.7399999999999999,5,19800,7406,5.4412,41796,False,True,False,1904835,819383,0.30077732398802154,0.2138,2138,0.0004677268475210477,8448,-1
0.7399999999999999,6,19800,7358,5.4316,36241,False,True,False,2019978,668615,0.24868583679270162,0.2128,2128,0.00046992481203007516,8399,-1
0.7399999999999999,7,19800,7412,5.4424,39582,False,True,False,1944792,779534,0.28613829622446063,0.213,2130,0.00046948356807511736,8426,-1
0.7399999999999999,8,19800,7413,5.4426,59868,False,True,False,2141135,722329,0.25225705648822544,0.2131,2131,0.0004692632566870014,8421,-1
0.7399999999999999,9,19800,7340,5.428,30191,False,True,False,1969601,717004,0.2668810636472425,0.2167,2167,0.00046146746654360867,8563,-1
0.7599999999999999,0,19800,7624,5.4848,48689,False,True,False,2105817,711201,0.252465905436174,0.209,2090,0.0004784688995215311,8263,-1
0.7599999999999999,1,19800,7626,5.4852,27025,False,True,False,1935913,793312,0.29067299324899926,0.2124,2124,0.00047080979284369113,8396,-1
0.7599999999999999,2,19800,7647,5.4894,47063,False,True,False,1992813,751428,0.27381997426610855,0.2106,2106,0.0004748338081671415,8325,-1
0.7599999999999999,3,19800,7580,5.476,26371,False,True,False,1916106,675916,0.2607678484210396,0.2113,2113,0.000473260766682442,8351,-1
0.7599999999999999,4,19800,7566,5.4732,24946,False,True,False,2031081,801507,0.28295925845904873,0.2087,2087,0.0004791566842357451,8245,-1
0.7599999999999999,5,19800,7663,5.4926,38718,False,True,False,2071677,821026,0.2838265801916063,0.2079,2079,0.000481000481000481,8219,-1
0.7599999999999999,6,19800,7582,5.4764,37349,False,True,False,1988749,793366,0.2851665010252991,0.2112,2112,0.0004734848484848485,8338,-1
0.7599999999999999,7,19800,7655,5.491,76945,False,True,False,1943760,818766,0.2963830928650083,0.2095,2095,0.00047732696897374703,8285,-1
0.7599999999999999,8,19800,7636,5.4872,51678,False,True,False,1967884,777836,0.28329035735617614,0.2119,2119,0.00047192071731949034,8376,-1
0.7599999999999999,9,19800,7606,5.4812,38799,False,True,False,2074363,785389,0.2746353529956444,0.208,2080,0.0004807692307692308,8223,-1
0.7799999999999999,0,19800,7745,5.509,41544,False,True,False,2020837,722772,0.2634384126892717,0.2107,2107,0.00047460844803037496,8323,-1
0.7799999999999999,1,19800,7760,5.512,20113,False,True,False,1898192,766801,0.28773096214511634,0.2095,2095,0.00047732696897374703,8275,-1
0.7799999999999999,2,19800,7761,5.5122,34947,False,True,False,1860439,779063,0.29515529823428815,0.2137,2137,0.0004679457182966776,8439,-1
0.7799999999999999,3,19800,7859,5.5318,29651,False,True,False,1899921,776000,0.28999361341384894,0.2097,2097,0.0004768717215069146,8291,-1
0.7799999999999999,4,19800,7841,5.5282,26447,False,True,False,2055039,767697,0.27196911082014047,0.2101,2101,0.00047596382674916705,8308,-1
0.7799999999999999,5,19800,7743,5.5086,32983,False,True,False,1924199,788708,0.2907243042242141,0.2085,2085,0.00047961630695443646,8241,-1
0.7799999999999999,6,19800,7836,5.5272,23744,False,True,False,1906466,794904,0.2942595793986014,0.2107,2107,0.00047460844803037496,8332,-1
0.7799999999999999,7,19800,7825,5.525,27756,False,True,False,1941812,745237,0.2773440305703394,0.2097,2097,0.0004768717215069146,8298,-1
0.7799999999999999,8,19800,7754,5.5108,58535,False,True,False,2091578,848575,0.28861593257221646,0.2083,2083,0.00048007681228996637,8238,-1
0.7799999999999999,9,19800,7804,5.5208,39362,False,True,False,2020932,764194,0.27438399555352255,0.2099,2099,0.0004764173415912339,8309,-1
0.7999999999999999,0,19800,7982,5.5564,29991,False,True,False,1926455,791661,0.2912535741668126,0.2096,2096,0.00047709923664122136,8290,-1
0.7999999999999999,1,19800,7997,5.5594,22155,False,True,False,1997624,815588,0.2899134512436318,0.203,2030,0.0004926108374384236,8017,-1
0.7999999999999999,2,19800,7986,5.5572,53177,False,True,False,1949563,928801,0.322683649461986,0.2107,2107,0.00047460844803037496,8325,-1
0.7999999999999999,3,19800,8015,5.563,35890,False,True,False,1971124,816479,0.292896441853449,0.2066,2066,0.000484027105517909,8160,-1
0.7999999999999999,4,19800,7990,5.558,45539,False,True,False,2034240,831408,0.2901291435654344,0.2069,2069,0.0004833252779120348,8183,-1
0.7999999999999999,5,19800,8107,5.5814,30592,False,True,False,1948993,804555,0.29218847828329125,0.2092,2092,0.0004780114722753346,8276,-1
0.7999999999999999,6,19800,7993,5.5586,32207,False,True,False,2019989,786965,0.2803626279589904,0.2092,2092,0.0004780114722753346,8263,-1
0.7999999999999999,7,19800,8021,5.5642,21789,False,True,False,1862567,779600,0.29506083453468307,0.2111,2111,0.0004737091425864519,8343,-1
0.7999999999999999,8,19800,7996,5.5592,22830,False,True,False,1931196,764192,0.2835183654449749,0.2086,2086,0.00047938638542665386,8245,-1
0.7999999999999999,9,19800,7999,5.5598,38662,False,True,False,2042602,824818,0.287651617133172,0.2104,2104,0.0004752851711026616,8320,-1
0.8199999999999998,0,19800,8242,5.6084,42864,False,True,False,1956397,822959,0.2960970095230694,0.2093,2093,0.00047778308647873863,8275,-1
0.8199999999999998,1,19800,8199,5.5998,32654,False,True,False,1990723,812782,0.2899163725408016,0.2084,2084,0.0004798464491362764,8228,-1
